epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
366,5885.74,0.89252,0.98883,0.0878,0.58754,1.68719,0.84146,0.875,0.85875,0.4146,0.96303,0.75,0.745,0.4438,1.68657,1.54064,0.05364,0.75879,2.45966,0.0017591,0.0017591,0.0017591
367,5901.18,0.8535,0.85663,0.21501,0.48015,1.60795,0.84146,0.875,0.85875,0.4146,0.96303,0.75,0.745,0.4438,1.68657,1.54064,0.05364,0.75879,2.45966,0.00175844,0.00175844,0.00175844
368,5916.55,0.87536,1.01574,0.06237,0.47873,1.46994,0.84146,0.875,0.85875,0.4146,0.96303,0.75,0.745,0.4438,1.68657,1.54064,0.05364,0.75879,2.45966,0.00175778,0.00175778,0.00175778
369,5931.89,0.82906,0.94434,0.05694,0.4965,1.51316,0.84146,0.875,0.85875,0.4146,0.96303,0.75,0.745,0.4438,1.68657,1.54064,0.05364,0.75879,2.45966,0.00175712,0.00175712,0.00175712
370,5947.44,0.82235,1.19235,0.0939,0.46412,1.50245,0.96984,0.75,0.84611,0.40618,0.96984,0.75,0.745,0.46296,1.7615,1.41834,0.0513,0.71713,2.54216,0.00175646,0.00175646,0.00175646
371,5963.16,1.0088,1.10379,0.10732,0.57248,1.62411,0.96984,0.75,0.84611,0.40618,0.96984,0.75,0.745,0.46296,1.7615,1.41834,0.0513,0.71713,2.54216,0.0017558,0.0017558,0.0017558
372,5978.72,0.9231,0.97743,0.12769,0.52006,1.49166,0.96984,0.75,0.84611,0.40618,0.96984,0.75,0.745,0.46296,1.7615,1.41834,0.0513,0.71713,2.54216,0.00175514,0.00175514,0.00175514
373,5994.12,0.77557,0.89109,0.13393,0.46799,1.32992,0.96984,0.75,0.84611,0.40618,0.96984,0.75,0.745,0.46296,1.7615,1.41834,0.0513,0.71713,2.54216,0.00175448,0.00175448,0.00175448
374,6010.02,0.78746,1.00774,0.06194,0.48245,1.43753,0.97306,0.75,0.82773,0.38946,0.97306,0.75,0.745,0.512,1.80157,1.18101,0.04221,0.67377,2.64367,0.00175382,0.00175382,0.00175382
375,6025.47,1.00494,1.0568,0.0733,0.55703,1.6927,0.97306,0.75,0.82773,0.38946,0.97306,0.75,0.745,0.512,1.80157,1.18101,0.04221,0.67377,2.64367,0.00175316,0.00175316,0.00175316
376,6040.99,0.81146,1.1255,0.11453,0.43964,1.58229,0.97306,0.75,0.82773,0.38946,0.97306,0.75,0.745,0.512,1.80157,1.18101,0.04221,0.67377,2.64367,0.0017525,0.0017525,0.0017525
377,6056.41,0.70862,1.13525,0.10578,0.45497,1.48314,0.97306,0.75,0.82773,0.38946,0.97306,0.75,0.745,0.512,1.80157,1.18101,0.04221,0.67377,2.64367,0.00175184,0.00175184,0.00175184
378,6072.06,0.78194,0.93205,0.07358,0.40714,1.51881,0.97062,0.75,0.82083,0.40258,0.97062,0.75,0.745,0.55833,1.79417,1.04421,0.03904,0.64861,2.68854,0.00175118,0.00175118,0.00175118
379,6087.61,0.82258,1.01295,0.09443,0.47948,1.52554,0.97062,0.75,0.82083,0.40258,0.97062,0.75,0.745,0.55833,1.79417,1.04421,0.03904,0.64861,2.68854,0.00175052,0.00175052,0.00175052
380,6102.94,0.84613,1.03466,0.1444,0.51094,1.46374,0.97062,0.75,0.82083,0.40258,0.97062,0.75,0.745,0.55833,1.79417,1.04421,0.03904,0.64861,2.68854,0.00174986,0.00174986,0.00174986
381,6118.31,0.84823,0.9716,0.04674,0.47045,1.52491,0.97062,0.75,0.82083,0.40258,0.97062,0.75,0.745,0.55833,1.79417,1.04421,0.03904,0.64861,2.68854,0.0017492,0.0017492,0.0017492
382,6134.03,0.91895,1.02778,0.10974,0.53634,1.65112,0.98186,0.75,0.81,0.441,0.98186,0.75,0.745,0.61883,1.59194,1.04066,0.03175,0.57209,2.47385,0.00174854,0.00174854,0.00174854
383,6149.61,0.86667,0.89073,0.04339,0.46979,1.5536,0.98186,0.75,0.81,0.441,0.98186,0.75,0.745,0.61883,1.59194,1.04066,0.03175,0.57209,2.47385,0.00174788,0.00174788,0.00174788
384,6164.96,0.71947,1.03502,0.17346,0.46421,1.49083,0.98186,0.75,0.81,0.441,0.98186,0.75,0.745,0.61883,1.59194,1.04066,0.03175,0.57209,2.47385,0.00174722,0.00174722,0.00174722
385,6180.41,0.90389,0.97832,0.18636,0.51529,1.5952,0.98186,0.75,0.81,0.441,0.98186,0.75,0.745,0.61883,1.59194,1.04066,0.03175,0.57209,2.47385,0.00174656,0.00174656,0.00174656
386,6196.24,0.88967,1.03128,0.08191,0.52893,1.59156,0.9886,0.75,0.745,0.43033,0.9886,0.75,0.79556,0.55556,1.5495,1.2739,0.02663,0.55996,2.51803,0.0017459,0.0017459,0.0017459
387,6211.7,0.71659,0.72721,0.06857,0.45612,1.43401,0.9886,0.75,0.745,0.43033,0.9886,0.75,0.79556,0.55556,1.5495,1.2739,0.02663,0.55996,2.51803,0.00174524,0.00174524,0.00174524
388,6227.09,0.93591,0.95123,0.0834,0.49002,1.54609,0.9886,0.75,0.745,0.43033,0.9886,0.75,0.79556,0.55556,1.5495,1.2739,0.02663,0.55996,2.51803,0.00174458,0.00174458,0.00174458
389,6242.36,0.93416,0.94981,0.11089,0.51351,1.50644,0.9886,0.75,0.745,0.43033,0.9886,0.75,0.79556,0.55556,1.5495,1.2739,0.02663,0.55996,2.51803,0.00174392,0.00174392,0.00174392
390,6257.87,0.86896,1.02225,0.12684,0.50592,1.50925,0.98102,0.75,0.745,0.41347,0.98102,0.75,0.745,0.44576,1.56325,1.56555,0.0262,0.60396,2.58166,0.00174326,0.00174326,0.00174326
391,6273.15,0.82302,0.99166,0.12544,0.48543,1.54976,0.98102,0.75,0.745,0.41347,0.98102,0.75,0.745,0.44576,1.56325,1.56555,0.0262,0.60396,2.58166,0.0017426,0.0017426,0.0017426
392,6288.54,0.71023,0.91132,0.09119,0.44456,1.36728,0.98102,0.75,0.745,0.41347,0.98102,0.75,0.745,0.44576,1.56325,1.56555,0.0262,0.60396,2.58166,0.00174194,0.00174194,0.00174194
393,6304,0.85364,0.96067,0.0957,0.54993,1.47481,0.98102,0.75,0.745,0.41347,0.98102,0.75,0.745,0.44576,1.56325,1.56555,0.0262,0.60396,2.58166,0.00174128,0.00174128,0.00174128
394,6319.67,0.92808,0.91452,0.06759,0.5444,1.60238,0.96428,0.75,0.745,0.38483,0.96428,0.75,0.745,0.42825,1.68371,1.65645,0.02645,0.64451,2.65529,0.00174062,0.00174062,0.00174062
395,6335.13,0.86661,1.02719,0.1166,0.47801,1.5276,0.96428,0.75,0.745,0.38483,0.96428,0.75,0.745,0.42825,1.68371,1.65645,0.02645,0.64451,2.65529,0.00173996,0.00173996,0.00173996
396,6350.67,0.95198,1.06369,0.15626,0.51374,1.68605,0.96428,0.75,0.745,0.38483,0.96428,0.75,0.745,0.42825,1.68371,1.65645,0.02645,0.64451,2.65529,0.0017393,0.0017393,0.0017393
397,6366.21,0.7999,1.03681,0.17337,0.56969,1.405,0.96428,0.75,0.745,0.38483,0.96428,0.75,0.745,0.42825,1.68371,1.65645,0.02645,0.64451,2.65529,0.00173864,0.00173864,0.00173864
398,6382.15,1.05784,1.05415,0.03372,0.56093,1.60606,0.97261,0.75,0.745,0.38925,0.97261,0.75,0.745,0.48142,1.71459,1.34825,0.02657,0.63855,2.53422,0.00173798,0.00173798,0.00173798
399,6397.68,0.89082,0.96578,0.11832,0.52108,1.57384,0.97261,0.75,0.745,0.38925,0.97261,0.75,0.745,0.48142,1.71459,1.34825,0.02657,0.63855,2.53422,0.00173732,0.00173732,0.00173732
400,6413.18,0.84169,0.79648,0.03143,0.46232,1.47229,0.97261,0.75,0.745,0.38925,0.97261,0.75,0.745,0.48142,1.71459,1.34825,0.02657,0.63855,2.53422,0.00173666,0.00173666,0.00173666
401,6428.62,0.9418,0.92155,0.04886,0.52596,1.46379,0.97261,0.75,0.745,0.38925,0.97261,0.75,0.745,0.48142,1.71459,1.34825,0.02657,0.63855,2.53422,0.001736,0.001736,0.001736
402,6444.05,0.9505,1.10531,0.05991,0.50991,1.4941,0.98888,0.75,0.745,0.43817,0.98888,0.75,0.745,0.45733,1.48384,1.22134,0.03101,0.57856,2.23255,0.00173534,0.00173534,0.00173534
403,6459.68,0.91359,1.13766,0.05592,0.53659,1.64432,0.98888,0.75,0.745,0.43817,0.98888,0.75,0.745,0.45733,1.48384,1.22134,0.03101,0.57856,2.23255,0.00173468,0.00173468,0.00173468
404,6475.12,0.72934,0.92122,0.05902,0.42662,1.43113,0.98888,0.75,0.745,0.43817,0.98888,0.75,0.745,0.45733,1.48384,1.22134,0.03101,0.57856,2.23255,0.00173402,0.00173402,0.00173402
405,6490.58,0.9269,0.91389,0.15194,0.5392,1.52325,0.98888,0.75,0.745,0.43817,0.98888,0.75,0.745,0.45733,1.48384,1.22134,0.03101,0.57856,2.23255,0.00173336,0.00173336,0.00173336
406,6505.96,0.77152,0.96606,0.11084,0.47959,1.47572,0.99117,0.75,0.745,0.36008,0.85566,0.74223,0.63857,0.3987,1.73783,1.46588,0.04136,0.68048,2.55595,0.0017327,0.0017327,0.0017327
407,6521.22,0.74177,0.94042,0.04672,0.46199,1.40452,0.99117,0.75,0.745,0.36008,0.85566,0.74223,0.63857,0.3987,1.73783,1.46588,0.04136,0.68048,2.55595,0.00173204,0.00173204,0.00173204
408,6536.6,0.70181,0.8926,0.04343,0.4475,1.46895,0.99117,0.75,0.745,0.36008,0.85566,0.74223,0.63857,0.3987,1.73783,1.46588,0.04136,0.68048,2.55595,0.00173138,0.00173138,0.00173138
409,6552.07,1.0039,0.83556,0.03069,0.48783,1.57133,0.99117,0.75,0.745,0.36008,0.85566,0.74223,0.63857,0.3987,1.73783,1.46588,0.04136,0.68048,2.55595,0.00173072,0.00173072,0.00173072
410,6567.6,0.77118,0.83566,0.18527,0.46847,1.49068,0.99126,0.75,0.745,0.30273,0.85696,0.74903,0.63857,0.3998,2.1628,1.76855,0.04382,0.77567,3.25014,0.00173006,0.00173006,0.00173006
411,6582.95,0.77882,1.0483,0.1093,0.45539,1.5899,0.99126,0.75,0.745,0.30273,0.85696,0.74903,0.63857,0.3998,2.1628,1.76855,0.04382,0.77567,3.25014,0.0017294,0.0017294,0.0017294
412,6598.32,0.77827,1.223,0.15008,0.47718,1.4984,0.99126,0.75,0.745,0.30273,0.85696,0.74903,0.63857,0.3998,2.1628,1.76855,0.04382,0.77567,3.25014,0.00172874,0.00172874,0.00172874
413,6613.9,0.80435,0.82064,0.13588,0.46914,1.53718,0.99126,0.75,0.745,0.30273,0.85696,0.74903,0.63857,0.3998,2.1628,1.76855,0.04382,0.77567,3.25014,0.00172808,0.00172808,0.00172808
414,6629.41,0.84436,0.85888,0.08244,0.46609,1.46674,0.99126,0.75,0.745,0.29383,0.99126,0.75,0.745,0.44585,2.19115,1.2664,0.04534,0.76916,3.44393,0.00172742,0.00172742,0.00172742
415,6644.76,0.87793,0.94222,0.15623,0.46609,1.66246,0.99126,0.75,0.745,0.29383,0.99126,0.75,0.745,0.44585,2.19115,1.2664,0.04534,0.76916,3.44393,0.00172676,0.00172676,0.00172676
416,6660.18,0.82792,0.89861,0.09663,0.48279,1.50605,0.99126,0.75,0.745,0.29383,0.99126,0.75,0.745,0.44585,2.19115,1.2664,0.04534,0.76916,3.44393,0.0017261,0.0017261,0.0017261
417,6675.64,0.82871,0.98413,0.10285,0.46046,1.48218,0.99126,0.75,0.745,0.29383,0.99126,0.75,0.745,0.44585,2.19115,1.2664,0.04534,0.76916,3.44393,0.00172544,0.00172544,0.00172544
418,6691.09,0.67099,0.89011,0.13703,0.45265,1.44093,0.99034,0.75,0.745,0.35988,0.99034,0.75,0.745,0.54331,1.97366,0.92354,0.04571,0.77794,3.0643,0.00172478,0.00172478,0.00172478
419,6706.23,0.94829,1.20297,0.20494,0.52065,1.62695,0.99034,0.75,0.745,0.35988,0.99034,0.75,0.745,0.54331,1.97366,0.92354,0.04571,0.77794,3.0643,0.00172412,0.00172412,0.00172412
420,6721.57,0.89145,0.94681,0.1682,0.47281,1.63204,0.99034,0.75,0.745,0.35988,0.99034,0.75,0.745,0.54331,1.97366,0.92354,0.04571,0.77794,3.0643,0.00172346,0.00172346,0.00172346
421,6737.13,0.82523,0.90171,0.11513,0.49065,1.41597,0.99034,0.75,0.745,0.35988,0.99034,0.75,0.745,0.54331,1.97366,0.92354,0.04571,0.77794,3.0643,0.0017228,0.0017228,0.0017228
422,6752.47,0.83584,0.98751,0.23219,0.50515,1.49627,0.99035,0.75,0.82083,0.47646,0.99035,0.75,0.745,0.51497,1.50392,0.99579,0.04161,0.60809,2.27658,0.00172214,0.00172214,0.00172214
423,6767.98,0.90042,0.69041,0.12044,0.52246,1.50801,0.99035,0.75,0.82083,0.47646,0.99035,0.75,0.745,0.51497,1.50392,0.99579,0.04161,0.60809,2.27658,0.00172148,0.00172148,0.00172148
424,6783.75,0.85747,1.0155,0.15665,0.48193,1.56732,0.99035,0.75,0.82083,0.47646,0.99035,0.75,0.745,0.51497,1.50392,0.99579,0.04161,0.60809,2.27658,0.00172082,0.00172082,0.00172082
425,6799.29,0.75279,0.8718,0.1565,0.47086,1.52295,0.99035,0.75,0.82083,0.47646,0.99035,0.75,0.745,0.51497,1.50392,0.99579,0.04161,0.60809,2.27658,0.00172016,0.00172016,0.00172016
426,6814.82,0.91334,1.0716,0.19225,0.46082,1.59421,0.98874,0.75,0.84611,0.47986,0.98874,0.75,0.745,0.4475,1.442,1.36118,0.03415,0.56652,2.18995,0.0017195,0.0017195,0.0017195
427,6829.98,0.84792,0.89281,0.05573,0.46039,1.49626,0.98874,0.75,0.84611,0.47986,0.98874,0.75,0.745,0.4475,1.442,1.36118,0.03415,0.56652,2.18995,0.00171884,0.00171884,0.00171884
428,6845.3,0.86013,0.92282,0.19649,0.50022,1.53566,0.98874,0.75,0.84611,0.47986,0.98874,0.75,0.745,0.4475,1.442,1.36118,0.03415,0.56652,2.18995,0.00171818,0.00171818,0.00171818
429,6860.8,0.74775,0.89209,0.1055,0.45122,1.37902,0.98874,0.75,0.84611,0.47986,0.98874,0.75,0.745,0.4475,1.442,1.36118,0.03415,0.56652,2.18995,0.00171752,0.00171752,0.00171752
430,6876.14,0.89937,0.90714,0.13999,0.46551,1.43561,0.98909,0.75,0.745,0.40725,0.98909,0.75,0.745,0.34383,1.68121,1.8256,0.03222,0.58358,2.56129,0.00171686,0.00171686,0.00171686
431,6891.5,0.93675,0.90474,0.059,0.52773,1.60599,0.98909,0.75,0.745,0.40725,0.98909,0.75,0.745,0.34383,1.68121,1.8256,0.03222,0.58358,2.56129,0.0017162,0.0017162,0.0017162
432,6906.97,0.74171,1.00222,0.18256,0.47094,1.45977,0.98909,0.75,0.745,0.40725,0.98909,0.75,0.745,0.34383,1.68121,1.8256,0.03222,0.58358,2.56129,0.00171554,0.00171554,0.00171554
433,6922.53,0.87034,0.69603,0.15223,0.48477,1.56577,0.98909,0.75,0.745,0.40725,0.98909,0.75,0.745,0.34383,1.68121,1.8256,0.03222,0.58358,2.56129,0.00171488,0.00171488,0.00171488
434,6938.24,0.89574,0.94824,0.09333,0.49092,1.50883,0.97471,0.75,0.745,0.39387,0.97471,0.75,0.745,0.4062,1.80347,1.79597,0.04087,0.66984,2.65,0.00171422,0.00171422,0.00171422
435,6953.83,0.90536,0.71519,0.17625,0.49646,1.65322,0.97471,0.75,0.745,0.39387,0.97471,0.75,0.745,0.4062,1.80347,1.79597,0.04087,0.66984,2.65,0.00171356,0.00171356,0.00171356
436,6969.07,0.62716,0.90589,0.12587,0.44088,1.41562,0.97471,0.75,0.745,0.39387,0.97471,0.75,0.745,0.4062,1.80347,1.79597,0.04087,0.66984,2.65,0.0017129,0.0017129,0.0017129
437,6984.31,0.8092,1.07811,0.11845,0.49378,1.62332,0.97471,0.75,0.745,0.39387,0.97471,0.75,0.745,0.4062,1.80347,1.79597,0.04087,0.66984,2.65,0.00171224,0.00171224,0.00171224
438,6999.54,0.85421,1.08752,0.05962,0.4914,1.50909,0.98609,0.875,0.875,0.38392,0.97972,0.75,0.745,0.47625,1.80794,1.44685,0.04554,0.73946,2.57632,0.00171158,0.00171158,0.00171158
439,7014.94,1.0457,0.86374,0.0645,0.52298,1.74047,0.98609,0.875,0.875,0.38392,0.97972,0.75,0.745,0.47625,1.80794,1.44685,0.04554,0.73946,2.57632,0.00171092,0.00171092,0.00171092
440,7030.47,0.77959,0.71878,0.04981,0.4721,1.43276,0.98609,0.875,0.875,0.38392,0.97972,0.75,0.745,0.47625,1.80794,1.44685,0.04554,0.73946,2.57632,0.00171026,0.00171026,0.00171026
441,7045.95,0.84076,0.90722,0.19268,0.50531,1.5969,0.98609,0.875,0.875,0.38392,0.97972,0.75,0.745,0.47625,1.80794,1.44685,0.04554,0.73946,2.57632,0.0017096,0.0017096,0.0017096
442,7061.41,0.83246,0.88612,0.07052,0.51041,1.43288,1,0.82988,0.875,0.38392,0.99259,0.75,0.745,0.47997,1.79905,1.33666,0.0435,0.79569,2.63793,0.00170894,0.00170894,0.00170894
443,7076.68,0.91482,0.7009,0.05048,0.50681,1.4754,1,0.82988,0.875,0.38392,0.99259,0.75,0.745,0.47997,1.79905,1.33666,0.0435,0.79569,2.63793,0.00170828,0.00170828,0.00170828
444,7092.24,0.80344,0.9972,0.05673,0.4465,1.52364,1,0.82988,0.875,0.38392,0.99259,0.75,0.745,0.47997,1.79905,1.33666,0.0435,0.79569,2.63793,0.00170762,0.00170762,0.00170762
445,7107.6,0.82353,0.77787,0.14391,0.47637,1.45378,1,0.82988,0.875,0.38392,0.99259,0.75,0.745,0.47997,1.79905,1.33666,0.0435,0.79569,2.63793,0.00170696,0.00170696,0.00170696
446,7123.07,0.71776,0.68073,0.05925,0.44526,1.39516,1,0.87113,0.875,0.388,0.97047,0.75,0.745,0.49446,1.82066,1.33123,0.03971,0.84748,2.77682,0.0017063,0.0017063,0.0017063
447,7138.37,0.7311,0.9752,0.11538,0.51057,1.46428,1,0.87113,0.875,0.388,0.97047,0.75,0.745,0.49446,1.82066,1.33123,0.03971,0.84748,2.77682,0.00170564,0.00170564,0.00170564
448,7153.73,0.90341,1.1234,0.09633,0.6472,1.63176,1,0.87113,0.875,0.388,0.97047,0.75,0.745,0.49446,1.82066,1.33123,0.03971,0.84748,2.77682,0.00170498,0.00170498,0.00170498
449,7169.16,0.72559,1.03227,0.09985,0.45206,1.49126,1,0.87113,0.875,0.388,0.97047,0.75,0.745,0.49446,1.82066,1.33123,0.03971,0.84748,2.77682,0.00170432,0.00170432,0.00170432
450,7184.54,0.94269,0.83348,0.11035,0.53379,1.62298,0.99202,0.875,0.875,0.37942,0.96299,0.75,0.745,0.50032,1.89707,1.25058,0.03513,0.75111,2.96409,0.00170366,0.00170366,0.00170366
451,7199.64,1.03111,0.78863,0.08866,0.50771,1.68594,0.99202,0.875,0.875,0.37942,0.96299,0.75,0.745,0.50032,1.89707,1.25058,0.03513,0.75111,2.96409,0.001703,0.001703,0.001703
452,7215.15,0.98542,0.6884,0.06133,0.50343,1.61973,0.99202,0.875,0.875,0.37942,0.96299,0.75,0.745,0.50032,1.89707,1.25058,0.03513,0.75111,2.96409,0.00170234,0.00170234,0.00170234
453,7230.24,0.90436,0.70971,0.15294,0.51853,1.4913,0.99202,0.875,0.875,0.37942,0.96299,0.75,0.745,0.50032,1.89707,1.25058,0.03513,0.75111,2.96409,0.00170168,0.00170168,0.00170168
454,7245.69,0.93119,0.96663,0.1062,0.47535,1.59616,0.98205,0.75,0.745,0.39917,0.98205,0.75,0.745,0.46524,1.74238,1.24329,0.03493,0.67862,2.58438,0.00170102,0.00170102,0.00170102
455,7261.01,0.84448,0.89932,0.19867,0.48027,1.57629,0.98205,0.75,0.745,0.39917,0.98205,0.75,0.745,0.46524,1.74238,1.24329,0.03493,0.67862,2.58438,0.00170036,0.00170036,0.00170036
456,7276.52,0.84151,0.8254,0.17152,0.50691,1.43008,0.98205,0.75,0.745,0.39917,0.98205,0.75,0.745,0.46524,1.74238,1.24329,0.03493,0.67862,2.58438,0.0016997,0.0016997,0.0016997
457,7291.88,1.09189,0.78308,0.13194,0.52113,1.7011,0.98205,0.75,0.745,0.39917,0.98205,0.75,0.745,0.46524,1.74238,1.24329,0.03493,0.67862,2.58438,0.00169904,0.00169904,0.00169904
458,7307.32,0.9368,1.05614,0.09923,0.48009,1.69858,1,0.71919,0.82083,0.44658,1,0.71919,0.745,0.39345,1.45647,1.38862,0.03813,0.61982,2.123,0.00169838,0.00169838,0.00169838
459,7322.68,0.9132,1.07587,0.06639,0.45748,1.67735,1,0.71919,0.82083,0.44658,1,0.71919,0.745,0.39345,1.45647,1.38862,0.03813,0.61982,2.123,0.00169772,0.00169772,0.00169772
460,7337.91,0.98018,0.91991,0.11579,0.52679,1.58533,1,0.71919,0.82083,0.44658,1,0.71919,0.745,0.39345,1.45647,1.38862,0.03813,0.61982,2.123,0.00169706,0.00169706,0.00169706
461,7353.08,1.14433,1.19007,0.11933,0.5751,1.80324,1,0.71919,0.82083,0.44658,1,0.71919,0.745,0.39345,1.45647,1.38862,0.03813,0.61982,2.123,0.0016964,0.0016964,0.0016964
462,7368.59,0.84411,0.89462,0.05496,0.44035,1.45708,1,0.72742,0.82083,0.43808,1,0.72742,0.745,0.33615,1.43233,1.64973,0.04208,0.61888,2.11154,0.00169574,0.00169574,0.00169574
463,7383.85,0.87905,0.83348,0.16024,0.47872,1.59319,1,0.72742,0.82083,0.43808,1,0.72742,0.745,0.33615,1.43233,1.64973,0.04208,0.61888,2.11154,0.00169508,0.00169508,0.00169508
464,7399.16,0.69741,0.98075,0.18208,0.45181,1.4261,1,0.72742,0.82083,0.43808,1,0.72742,0.745,0.33615,1.43233,1.64973,0.04208,0.61888,2.11154,0.00169442,0.00169442,0.00169442
465,7414.58,0.79721,1.02637,0.10251,0.4639,1.46392,1,0.72742,0.82083,0.43808,1,0.72742,0.745,0.33615,1.43233,1.64973,0.04208,0.61888,2.11154,0.00169376,0.00169376,0.00169376
466,7429.96,0.9115,0.90038,0.1311,0.48118,1.58409,0.96671,0.625,0.79773,0.39622,0.77282,0.5,0.47725,0.31012,1.76664,1.54546,0.04862,0.75378,2.50884,0.0016931,0.0016931,0.0016931
467,7445.3,0.98804,0.75903,0.04658,0.47431,1.72374,0.96671,0.625,0.79773,0.39622,0.77282,0.5,0.47725,0.31012,1.76664,1.54546,0.04862,0.75378,2.50884,0.00169244,0.00169244,0.00169244
468,7460.88,0.77276,0.90002,0.12616,0.48462,1.48841,0.96671,0.625,0.79773,0.39622,0.77282,0.5,0.47725,0.31012,1.76664,1.54546,0.04862,0.75378,2.50884,0.00169178,0.00169178,0.00169178
469,7476.24,0.9054,0.83329,0.14171,0.48441,1.61381,0.96671,0.625,0.79773,0.39622,0.77282,0.5,0.47725,0.31012,1.76664,1.54546,0.04862,0.75378,2.50884,0.00169112,0.00169112,0.00169112
470,7491.69,0.93834,0.82972,0.23475,0.49945,1.6222,0.96559,0.625,0.715,0.3718,0.96559,0.625,0.705,0.37432,1.80041,1.44777,0.05525,0.70392,2.56022,0.00169046,0.00169046,0.00169046
471,7506.93,0.94122,0.89901,0.14979,0.50285,1.7329,0.96559,0.625,0.715,0.3718,0.96559,0.625,0.705,0.37432,1.80041,1.44777,0.05525,0.70392,2.56022,0.0016898,0.0016898,0.0016898
472,7522.24,0.90403,0.97137,0.06952,0.4631,1.56855,0.96559,0.625,0.715,0.3718,0.96559,0.625,0.705,0.37432,1.80041,1.44777,0.05525,0.70392,2.56022,0.00168914,0.00168914,0.00168914
473,7537.4,0.90848,0.87126,0.06403,0.47905,1.61287,0.96559,0.625,0.715,0.3718,0.96559,0.625,0.705,0.37432,1.80041,1.44777,0.05525,0.70392,2.56022,0.00168848,0.00168848,0.00168848
474,7552.94,0.85809,0.85812,0.15409,0.56374,1.64434,0.85309,0.72872,0.72786,0.40942,0.85309,0.72872,0.72786,0.4689,1.71409,1.33516,0.05597,0.77149,2.49264,0.00168782,0.00168782,0.00168782
475,7568.15,0.85666,0.74226,0.02727,0.40345,1.52743,0.85309,0.72872,0.72786,0.40942,0.85309,0.72872,0.72786,0.4689,1.71409,1.33516,0.05597,0.77149,2.49264,0.00168716,0.00168716,0.00168716
476,7583.54,0.93606,0.73625,0.0284,0.47525,1.56645,0.85309,0.72872,0.72786,0.40942,0.85309,0.72872,0.72786,0.4689,1.71409,1.33516,0.05597,0.77149,2.49264,0.0016865,0.0016865,0.0016865
477,7598.74,0.88477,0.91018,0.13966,0.50419,1.59088,0.85309,0.72872,0.72786,0.40942,0.85309,0.72872,0.72786,0.4689,1.71409,1.33516,0.05597,0.77149,2.49264,0.00168584,0.00168584,0.00168584
478,7614.17,0.76945,0.7786,0.20586,0.44998,1.50036,0.87315,0.86203,0.85875,0.40254,0.98312,0.75,0.745,0.47488,1.76952,1.33534,0.04324,0.67224,2.56644,0.00168518,0.00168518,0.00168518
479,7629.6,0.71629,0.75845,0.16631,0.44795,1.38374,0.87315,0.86203,0.85875,0.40254,0.98312,0.75,0.745,0.47488,1.76952,1.33534,0.04324,0.67224,2.56644,0.00168452,0.00168452,0.00168452
480,7645.08,0.91536,0.89396,0.09984,0.48303,1.6172,0.87315,0.86203,0.85875,0.40254,0.98312,0.75,0.745,0.47488,1.76952,1.33534,0.04324,0.67224,2.56644,0.00168386,0.00168386,0.00168386
481,7660.39,0.86239,0.64515,0.08565,0.48036,1.4834,0.87315,0.86203,0.85875,0.40254,0.98312,0.75,0.745,0.47488,1.76952,1.33534,0.04324,0.67224,2.56644,0.0016832,0.0016832,0.0016832
482,7676.07,0.82485,0.62922,0.10078,0.4933,1.39597,0.98454,0.75,0.745,0.36883,0.98454,0.75,0.745,0.48793,1.77595,1.34448,0.03695,0.63872,2.56721,0.00168254,0.00168254,0.00168254
483,7691.91,0.76762,0.65267,0.09364,0.42241,1.52535,0.98454,0.75,0.745,0.36883,0.98454,0.75,0.745,0.48793,1.77595,1.34448,0.03695,0.63872,2.56721,0.00168188,0.00168188,0.00168188
484,7707.08,0.88679,0.83265,0.0525,0.45664,1.5506,0.98454,0.75,0.745,0.36883,0.98454,0.75,0.745,0.48793,1.77595,1.34448,0.03695,0.63872,2.56721,0.00168122,0.00168122,0.00168122
485,7722.45,0.77504,0.59939,0.15405,0.43825,1.49788,0.98454,0.75,0.745,0.36883,0.98454,0.75,0.745,0.48793,1.77595,1.34448,0.03695,0.63872,2.56721,0.00168056,0.00168056,0.00168056
486,7737.71,0.8898,0.8838,0.0803,0.48965,1.58922,0.98428,0.75,0.745,0.3665,0.98428,0.75,0.745,0.48977,1.84972,1.31454,0.03244,0.6591,2.76927,0.0016799,0.0016799,0.0016799
487,7753.15,0.9103,0.83543,0.12458,0.48387,1.59018,0.98428,0.75,0.745,0.3665,0.98428,0.75,0.745,0.48977,1.84972,1.31454,0.03244,0.6591,2.76927,0.00167924,0.00167924,0.00167924
488,7768.73,0.8318,0.78612,0.06609,0.47446,1.62946,0.98428,0.75,0.745,0.3665,0.98428,0.75,0.745,0.48977,1.84972,1.31454,0.03244,0.6591,2.76927,0.00167858,0.00167858,0.00167858
489,7784.07,0.93913,0.84319,0.03878,0.51645,1.66823,0.98428,0.75,0.745,0.3665,0.98428,0.75,0.745,0.48977,1.84972,1.31454,0.03244,0.6591,2.76927,0.00167792,0.00167792,0.00167792
