epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
119,1914.77,1.33546,1.6882,0.16148,0.75384,2.022,0.85587,0.74332,0.68319,0.21784,1,0.60633,0.64682,0.4144,2.36016,2.17321,0.09065,1.0807,3.72661,0.00192212,0.00192212,0.00192212
120,1930.37,1.26502,1.43907,0.13191,0.70571,2.07475,0.85587,0.74332,0.68319,0.21784,1,0.60633,0.64682,0.4144,2.36016,2.17321,0.09065,1.0807,3.72661,0.00192146,0.00192146,0.00192146
121,1945.73,1.12971,1.98526,0.32025,0.68384,1.77991,0.85587,0.74332,0.68319,0.21784,1,0.60633,0.64682,0.4144,2.36016,2.17321,0.09065,1.0807,3.72661,0.0019208,0.0019208,0.0019208
122,1960.86,1.18151,2.03471,0.16447,0.72859,1.94148,0.98588,0.875,0.875,0.37304,0.82623,0.625,0.649,0.43043,1.93423,2.01976,0.10884,0.94511,2.83223,0.00192014,0.00192014,0.00192014
123,1976.35,1.13452,1.66481,0.12688,0.71326,1.87933,0.98588,0.875,0.875,0.37304,0.82623,0.625,0.649,0.43043,1.93423,2.01976,0.10884,0.94511,2.83223,0.00191948,0.00191948,0.00191948
124,1991.98,1.10096,1.86787,0.17134,0.70081,1.91788,0.98588,0.875,0.875,0.37304,0.82623,0.625,0.649,0.43043,1.93423,2.01976,0.10884,0.94511,2.83223,0.00191882,0.00191882,0.00191882
125,2008.19,1.13434,1.83089,0.1538,0.69162,1.93573,0.98588,0.875,0.875,0.37304,0.82623,0.625,0.649,0.43043,1.93423,2.01976,0.10884,0.94511,2.83223,0.00191816,0.00191816,0.00191816
126,2026.26,1.15531,1.54918,0.09187,0.72401,1.98375,1,0.98376,0.995,0.34931,0.79364,0.625,0.63543,0.40792,1.97402,2.03698,0.11087,0.84576,2.77646,0.0019175,0.0019175,0.0019175
127,2043.18,1.09481,1.72351,0.16401,0.73548,1.75671,1,0.98376,0.995,0.34931,0.79364,0.625,0.63543,0.40792,1.97402,2.03698,0.11087,0.84576,2.77646,0.00191684,0.00191684,0.00191684
128,2061.15,1.25487,1.61672,0.1366,0.72345,1.91213,1,0.98376,0.995,0.34931,0.79364,0.625,0.63543,0.40792,1.97402,2.03698,0.11087,0.84576,2.77646,0.00191618,0.00191618,0.00191618
129,2077.76,1.23258,1.6949,0.10448,0.77113,1.75779,1,0.98376,0.995,0.34931,0.79364,0.625,0.63543,0.40792,1.97402,2.03698,0.11087,0.84576,2.77646,0.00191552,0.00191552,0.00191552
130,2095.32,1.07258,1.7205,0.15548,0.63889,1.66429,0.97592,0.75,0.745,0.25702,0.83314,0.625,0.625,0.36273,2.34524,2.32209,0.11063,0.90862,3.3519,0.00191486,0.00191486,0.00191486
131,2112.06,1.05562,1.91847,0.19279,0.76974,1.78678,0.97592,0.75,0.745,0.25702,0.83314,0.625,0.625,0.36273,2.34524,2.32209,0.11063,0.90862,3.3519,0.0019142,0.0019142,0.0019142
132,2128.7,1.02148,1.73479,0.14582,0.64298,1.75085,0.97592,0.75,0.745,0.25702,0.83314,0.625,0.625,0.36273,2.34524,2.32209,0.11063,0.90862,3.3519,0.00191354,0.00191354,0.00191354
133,2145.99,1.0215,1.90337,0.38211,0.60734,1.83636,0.97592,0.75,0.745,0.25702,0.83314,0.625,0.625,0.36273,2.34524,2.32209,0.11063,0.90862,3.3519,0.00191288,0.00191288,0.00191288
134,2163.34,1.23571,1.8068,0.26355,0.70917,1.85789,0.98113,0.75,0.745,0.26233,0.81761,0.625,0.58333,0.31525,2.48511,2.52416,0.10663,0.97167,3.69041,0.00191222,0.00191222,0.00191222
135,2181.74,1.07556,1.83111,0.12626,0.70903,1.70386,0.98113,0.75,0.745,0.26233,0.81761,0.625,0.58333,0.31525,2.48511,2.52416,0.10663,0.97167,3.69041,0.00191156,0.00191156,0.00191156
136,2199.07,1.08679,1.38369,0.16832,0.6878,1.78473,0.98113,0.75,0.745,0.26233,0.81761,0.625,0.58333,0.31525,2.48511,2.52416,0.10663,0.97167,3.69041,0.0019109,0.0019109,0.0019109
137,2217.1,1.04496,1.84504,0.19488,0.64568,1.88466,0.98113,0.75,0.745,0.26233,0.81761,0.625,0.58333,0.31525,2.48511,2.52416,0.10663,0.97167,3.69041,0.00191024,0.00191024,0.00191024
138,2236.13,0.98936,1.69204,0.14637,0.64437,1.7597,1,0.86505,0.875,0.42142,0.94097,0.625,0.64214,0.36346,1.78195,2.14051,0.0847,0.80961,2.53239,0.00190958,0.00190958,0.00190958
139,2254.73,1.15606,1.44342,0.08387,0.69341,1.83804,1,0.86505,0.875,0.42142,0.94097,0.625,0.64214,0.36346,1.78195,2.14051,0.0847,0.80961,2.53239,0.00190892,0.00190892,0.00190892
140,2273.56,1.22335,1.66655,0.15333,0.71576,1.86302,1,0.86505,0.875,0.42142,0.94097,0.625,0.64214,0.36346,1.78195,2.14051,0.0847,0.80961,2.53239,0.00190826,0.00190826,0.00190826
141,2290.77,1.11385,1.54895,0.18136,0.6812,1.78684,1,0.86505,0.875,0.42142,0.94097,0.625,0.64214,0.36346,1.78195,2.14051,0.0847,0.80961,2.53239,0.0019076,0.0019076,0.0019076
142,2308.05,0.96678,1.53332,0.08086,0.58072,1.61909,0.99815,0.75,0.77638,0.33251,0.99815,0.75,0.745,0.38721,1.88023,2.00517,0.07622,0.88678,2.48686,0.00190694,0.00190694,0.00190694
143,2325.21,1.00626,1.6842,0.103,0.62277,1.62185,0.99815,0.75,0.77638,0.33251,0.99815,0.75,0.745,0.38721,1.88023,2.00517,0.07622,0.88678,2.48686,0.00190628,0.00190628,0.00190628
144,2341.95,1.02272,1.57393,0.17222,0.61637,1.7834,0.99815,0.75,0.77638,0.33251,0.99815,0.75,0.745,0.38721,1.88023,2.00517,0.07622,0.88678,2.48686,0.00190562,0.00190562,0.00190562
145,2359.75,1.09221,1.7461,0.21128,0.65787,1.77549,0.99815,0.75,0.77638,0.33251,0.99815,0.75,0.745,0.38721,1.88023,2.00517,0.07622,0.88678,2.48686,0.00190496,0.00190496,0.00190496
146,2376.56,1.1236,1.64234,0.11665,0.58413,1.87173,0.54526,0.625,0.52722,0.15764,0.59935,0.625,0.55357,0.24952,2.58724,2.83685,0.17649,1.41789,3.12665,0.0019043,0.0019043,0.0019043
147,2394.04,0.88416,1.96957,0.13853,0.61901,1.6052,0.54526,0.625,0.52722,0.15764,0.59935,0.625,0.55357,0.24952,2.58724,2.83685,0.17649,1.41789,3.12665,0.00190364,0.00190364,0.00190364
148,2411.2,1.02821,1.8994,0.25843,0.67809,1.65979,0.54526,0.625,0.52722,0.15764,0.59935,0.625,0.55357,0.24952,2.58724,2.83685,0.17649,1.41789,3.12665,0.00190298,0.00190298,0.00190298
149,2428.34,1.00933,1.37031,0.1068,0.61064,1.73023,0.54526,0.625,0.52722,0.15764,0.59935,0.625,0.55357,0.24952,2.58724,2.83685,0.17649,1.41789,3.12665,0.00190232,0.00190232,0.00190232
150,2445.84,0.97414,1.62406,0.12049,0.65178,1.85917,0.98855,0.75,0.82773,0.27987,0.77769,0.5,0.445,0.3155,1.91459,2.53393,0.26737,1.26627,2.60018,0.00190166,0.00190166,0.00190166
151,2462.66,1.02534,1.67221,0.21811,0.59152,1.77073,0.98855,0.75,0.82773,0.27987,0.77769,0.5,0.445,0.3155,1.91459,2.53393,0.26737,1.26627,2.60018,0.001901,0.001901,0.001901
152,2480.21,1.19388,1.49225,0.13826,0.65725,1.80179,0.98855,0.75,0.82773,0.27987,0.77769,0.5,0.445,0.3155,1.91459,2.53393,0.26737,1.26627,2.60018,0.00190034,0.00190034,0.00190034
153,2496.67,1.17364,1.40062,0.13358,0.61462,1.98306,0.98855,0.75,0.82773,0.27987,0.77769,0.5,0.445,0.3155,1.91459,2.53393,0.26737,1.26627,2.60018,0.00189968,0.00189968,0.00189968
154,2514.34,1.17567,1.41521,0.10162,0.59515,1.98767,0.98522,0.75,0.745,0.42403,0.82043,0.625,0.55525,0.27278,1.51352,2.44483,0.26996,0.71926,2.07238,0.00189902,0.00189902,0.00189902
155,2531.55,1.35183,1.68171,0.09191,0.65033,2.04193,0.98522,0.75,0.745,0.42403,0.82043,0.625,0.55525,0.27278,1.51352,2.44483,0.26996,0.71926,2.07238,0.00189836,0.00189836,0.00189836
156,2548.77,1.16857,1.7535,0.31707,0.65733,1.82284,0.98522,0.75,0.745,0.42403,0.82043,0.625,0.55525,0.27278,1.51352,2.44483,0.26996,0.71926,2.07238,0.0018977,0.0018977,0.0018977
157,2565.94,1.18284,1.29851,0.18144,0.62869,1.89736,0.98522,0.75,0.745,0.42403,0.82043,0.625,0.55525,0.27278,1.51352,2.44483,0.26996,0.71926,2.07238,0.00189704,0.00189704,0.00189704
158,2582.96,1.08581,1.77205,0.1155,0.60214,1.75543,0.85252,0.72575,0.72786,0.34055,0.70871,0.61036,0.57026,0.23225,1.79743,2.42253,0.23696,0.924,2.35061,0.00189638,0.00189638,0.00189638
159,2600.69,1.23613,1.6866,0.2185,0.64197,1.86227,0.85252,0.72575,0.72786,0.34055,0.70871,0.61036,0.57026,0.23225,1.79743,2.42253,0.23696,0.924,2.35061,0.00189572,0.00189572,0.00189572
160,2617.13,1.04686,1.44249,0.06186,0.60814,1.67518,0.85252,0.72575,0.72786,0.34055,0.70871,0.61036,0.57026,0.23225,1.79743,2.42253,0.23696,0.924,2.35061,0.00189506,0.00189506,0.00189506
161,2634.74,1.05186,1.62486,0.13645,0.59222,1.77172,0.85252,0.72575,0.72786,0.34055,0.70871,0.61036,0.57026,0.23225,1.79743,2.42253,0.23696,0.924,2.35061,0.0018944,0.0018944,0.0018944
162,2651.22,1.22356,1.46912,0.07252,0.62315,1.95479,0.98667,0.75,0.745,0.27782,0.81956,0.625,0.58083,0.24706,2.10399,2.32924,0.16178,0.8625,2.89986,0.00189374,0.00189374,0.00189374
163,2668.07,0.89268,1.47112,0.2489,0.59849,1.65422,0.98667,0.75,0.745,0.27782,0.81956,0.625,0.58083,0.24706,2.10399,2.32924,0.16178,0.8625,2.89986,0.00189308,0.00189308,0.00189308
164,2684.81,1.12731,1.59857,0.11746,0.58357,1.85513,0.98667,0.75,0.745,0.27782,0.81956,0.625,0.58083,0.24706,2.10399,2.32924,0.16178,0.8625,2.89986,0.00189242,0.00189242,0.00189242
165,2701.29,1.05528,1.49567,0.22753,0.61858,1.8514,0.98667,0.75,0.745,0.27782,0.81956,0.625,0.58083,0.24706,2.10399,2.32924,0.16178,0.8625,2.89986,0.00189176,0.00189176,0.00189176
166,2718.43,1.16058,1.61138,0.10486,0.7024,1.82805,0.97855,0.75,0.745,0.30009,0.65105,0.5,0.4089,0.19817,2.23628,2.61508,0.17726,0.84041,3.35179,0.0018911,0.0018911,0.0018911
167,2734.69,0.96763,1.74408,0.29994,0.57962,1.61837,0.97855,0.75,0.745,0.30009,0.65105,0.5,0.4089,0.19817,2.23628,2.61508,0.17726,0.84041,3.35179,0.00189044,0.00189044,0.00189044
168,2751.67,1.06254,1.59536,0.24872,0.65429,1.85019,0.97855,0.75,0.745,0.30009,0.65105,0.5,0.4089,0.19817,2.23628,2.61508,0.17726,0.84041,3.35179,0.00188978,0.00188978,0.00188978
169,2768.3,0.99773,1.71523,0.23199,0.61213,1.74812,0.97855,0.75,0.745,0.30009,0.65105,0.5,0.4089,0.19817,2.23628,2.61508,0.17726,0.84041,3.35179,0.00188912,0.00188912,0.00188912
170,2785.58,1.07284,1.42812,0.14771,0.63522,1.69778,0.98768,0.75,0.745,0.27383,0.82285,0.625,0.56738,0.24774,2.0977,2.22746,0.11342,0.79676,3.06333,0.00188846,0.00188846,0.00188846
171,2802.01,0.96657,1.58208,0.18767,0.6154,1.61141,0.98768,0.75,0.745,0.27383,0.82285,0.625,0.56738,0.24774,2.0977,2.22746,0.11342,0.79676,3.06333,0.0018878,0.0018878,0.0018878
172,2818.44,1.14744,1.96513,0.14698,0.76563,1.78087,0.98768,0.75,0.745,0.27383,0.82285,0.625,0.56738,0.24774,2.0977,2.22746,0.11342,0.79676,3.06333,0.00188714,0.00188714,0.00188714
173,2834.61,1.10516,1.70232,0.16357,0.60303,1.81204,0.98768,0.75,0.745,0.27383,0.82285,0.625,0.56738,0.24774,2.0977,2.22746,0.11342,0.79676,3.06333,0.00188648,0.00188648,0.00188648
174,2850.81,1.06294,1.66179,0.17743,0.65437,1.71815,0.97397,0.75,0.745,0.29418,0.97397,0.75,0.745,0.36252,1.75227,1.96601,0.06798,0.77482,2.61327,0.00188582,0.00188582,0.00188582
175,2867.01,0.98483,1.58863,0.07485,0.64804,1.76403,0.97397,0.75,0.745,0.29418,0.97397,0.75,0.745,0.36252,1.75227,1.96601,0.06798,0.77482,2.61327,0.00188516,0.00188516,0.00188516
176,2883.15,1.05059,1.73244,0.13133,0.64337,1.80772,0.97397,0.75,0.745,0.29418,0.97397,0.75,0.745,0.36252,1.75227,1.96601,0.06798,0.77482,2.61327,0.0018845,0.0018845,0.0018845
177,2899.61,1.36593,1.59125,0.13349,0.74576,2.13946,0.97397,0.75,0.745,0.29418,0.97397,0.75,0.745,0.36252,1.75227,1.96601,0.06798,0.77482,2.61327,0.00188384,0.00188384,0.00188384
178,2915.78,1.20297,1.4429,0.19039,0.66036,1.84608,0.74802,0.74308,0.69333,0.23648,0.74802,0.74308,0.69333,0.34771,2.11323,2.11519,0.04692,1.06297,3.08234,0.00188318,0.00188318,0.00188318
179,2931.97,1.10449,1.56744,0.0849,0.64682,1.98545,0.74802,0.74308,0.69333,0.23648,0.74802,0.74308,0.69333,0.34771,2.11323,2.11519,0.04692,1.06297,3.08234,0.00188252,0.00188252,0.00188252
180,2947.92,1.02921,1.44969,0.05772,0.62767,1.53228,0.74802,0.74308,0.69333,0.23648,0.74802,0.74308,0.69333,0.34771,2.11323,2.11519,0.04692,1.06297,3.08234,0.00188186,0.00188186,0.00188186
181,2964.31,0.88989,1.8193,0.17227,0.66575,1.69437,0.74802,0.74308,0.69333,0.23648,0.74802,0.74308,0.69333,0.34771,2.11323,2.11519,0.04692,1.06297,3.08234,0.0018812,0.0018812,0.0018812
182,2980.49,1.06782,1.57707,0.0723,0.60303,1.78922,0.96417,0.75,0.745,0.25609,0.96417,0.75,0.745,0.35194,2.30884,2.51002,0.05385,0.81371,3.44006,0.00188054,0.00188054,0.00188054
183,2996.46,1.20297,1.28279,0.12684,0.63236,1.79058,0.96417,0.75,0.745,0.25609,0.96417,0.75,0.745,0.35194,2.30884,2.51002,0.05385,0.81371,3.44006,0.00187988,0.00187988,0.00187988
184,3012.45,1.16829,1.44565,0.06897,0.69889,1.83378,0.96417,0.75,0.745,0.25609,0.96417,0.75,0.745,0.35194,2.30884,2.51002,0.05385,0.81371,3.44006,0.00187922,0.00187922,0.00187922
185,3028.56,1.16958,1.64409,0.11462,0.61874,1.80075,0.96417,0.75,0.745,0.25609,0.96417,0.75,0.745,0.35194,2.30884,2.51002,0.05385,0.81371,3.44006,0.00187856,0.00187856,0.00187856
186,3044.52,1.19548,1.2588,0.05566,0.60861,2.0178,1,0.86299,0.875,0.3144,0.74258,0.5,0.47595,0.306,1.95641,2.30954,0.07651,0.6921,2.97866,0.0018779,0.0018779,0.0018779
187,3060.6,1.37915,1.48709,0.24471,0.73838,2.14275,1,0.86299,0.875,0.3144,0.74258,0.5,0.47595,0.306,1.95641,2.30954,0.07651,0.6921,2.97866,0.00187724,0.00187724,0.00187724
188,3076.86,0.9769,1.48603,0.1762,0.57095,1.77625,1,0.86299,0.875,0.3144,0.74258,0.5,0.47595,0.306,1.95641,2.30954,0.07651,0.6921,2.97866,0.00187658,0.00187658,0.00187658
189,3092.7,1.09375,1.36083,0.12048,0.72682,1.75032,1,0.86299,0.875,0.3144,0.74258,0.5,0.47595,0.306,1.95641,2.30954,0.07651,0.6921,2.97866,0.00187592,0.00187592,0.00187592
190,3108.83,0.84329,1.41426,0.13248,0.59554,1.58916,1,0.74489,0.745,0.32283,0.98069,0.625,0.68038,0.30041,2.03511,2.22536,0.04308,0.76804,3.09018,0.00187526,0.00187526,0.00187526
191,3124.73,1.08725,1.48873,0.16964,0.662,1.7538,1,0.74489,0.745,0.32283,0.98069,0.625,0.68038,0.30041,2.03511,2.22536,0.04308,0.76804,3.09018,0.0018746,0.0018746,0.0018746
192,3140.93,1.06274,1.7353,0.12975,0.62501,1.88703,1,0.74489,0.745,0.32283,0.98069,0.625,0.68038,0.30041,2.03511,2.22536,0.04308,0.76804,3.09018,0.00187394,0.00187394,0.00187394
193,3157.09,1.01056,1.55436,0.28565,0.58604,1.74161,1,0.74489,0.745,0.32283,0.98069,0.625,0.68038,0.30041,2.03511,2.22536,0.04308,0.76804,3.09018,0.00187328,0.00187328,0.00187328
194,3173.53,0.94883,1.45417,0.16045,0.59373,1.60778,0.992,0.75,0.745,0.25989,0.992,0.75,0.85875,0.30171,2.26508,2.25849,0.03955,0.79868,3.10966,0.00187262,0.00187262,0.00187262
195,3189.56,1.05209,1.42473,0.08288,0.63841,1.88028,0.992,0.75,0.745,0.25989,0.992,0.75,0.85875,0.30171,2.26508,2.25849,0.03955,0.79868,3.10966,0.00187196,0.00187196,0.00187196
196,3205.35,0.96007,1.54465,0.1424,0.58482,1.75936,0.992,0.75,0.745,0.25989,0.992,0.75,0.85875,0.30171,2.26508,2.25849,0.03955,0.79868,3.10966,0.0018713,0.0018713,0.0018713
197,3221.49,1.19542,1.42963,0.14776,0.58115,2.01328,0.992,0.75,0.745,0.25989,0.992,0.75,0.85875,0.30171,2.26508,2.25849,0.03955,0.79868,3.10966,0.00187064,0.00187064,0.00187064
198,3237.46,0.98714,1.54511,0.08744,0.59763,1.71631,0.98948,0.75,0.745,0.26785,0.98948,0.75,0.77435,0.34992,2.2534,2.14052,0.03311,0.73648,3.13165,0.00186998,0.00186998,0.00186998
199,3253.52,1.06256,1.538,0.12804,0.66263,1.83662,0.98948,0.75,0.745,0.26785,0.98948,0.75,0.77435,0.34992,2.2534,2.14052,0.03311,0.73648,3.13165,0.00186932,0.00186932,0.00186932
200,3269.37,1.22191,1.3674,0.10141,0.70051,1.98311,0.98948,0.75,0.745,0.26785,0.98948,0.75,0.77435,0.34992,2.2534,2.14052,0.03311,0.73648,3.13165,0.00186866,0.00186866,0.00186866
201,3285.19,1.19052,1.47991,0.12895,0.60576,1.81456,0.98948,0.75,0.745,0.26785,0.98948,0.75,0.77435,0.34992,2.2534,2.14052,0.03311,0.73648,3.13165,0.001868,0.001868,0.001868
202,3301.11,0.96414,1.70939,0.14665,0.56408,1.69808,0.99023,0.75,0.79853,0.262,0.82479,0.625,0.52083,0.29533,2.11024,1.93049,0.04288,0.82824,2.96649,0.00186734,0.00186734,0.00186734
203,3317.42,1.15475,1.66824,0.19761,0.64446,1.81575,0.99023,0.75,0.79853,0.262,0.82479,0.625,0.52083,0.29533,2.11024,1.93049,0.04288,0.82824,2.96649,0.00186668,0.00186668,0.00186668
204,3333.3,0.96014,2.00038,0.22468,0.54392,1.71587,0.99023,0.75,0.79853,0.262,0.82479,0.625,0.52083,0.29533,2.11024,1.93049,0.04288,0.82824,2.96649,0.00186602,0.00186602,0.00186602
205,3349.53,1.18511,1.48869,0.0552,0.62267,1.92583,0.99023,0.75,0.79853,0.262,0.82479,0.625,0.52083,0.29533,2.11024,1.93049,0.04288,0.82824,2.96649,0.00186536,0.00186536,0.00186536
206,3365.45,1.06936,1.75203,0.19115,0.59347,1.85264,0.99005,0.75,0.77258,0.40799,0.99005,0.75,0.745,0.30733,1.56631,1.91307,0.06242,0.6359,2.27958,0.0018647,0.0018647,0.0018647
207,3381.17,0.99798,1.43805,0.17012,0.59802,1.71973,0.99005,0.75,0.77258,0.40799,0.99005,0.75,0.745,0.30733,1.56631,1.91307,0.06242,0.6359,2.27958,0.00186404,0.00186404,0.00186404
208,3396.9,1.06967,1.24472,0.10607,0.53806,1.73459,0.99005,0.75,0.77258,0.40799,0.99005,0.75,0.745,0.30733,1.56631,1.91307,0.06242,0.6359,2.27958,0.00186338,0.00186338,0.00186338
209,3412.98,1.03317,1.3873,0.10829,0.55653,1.79892,0.99005,0.75,0.77258,0.40799,0.99005,0.75,0.745,0.30733,1.56631,1.91307,0.06242,0.6359,2.27958,0.00186272,0.00186272,0.00186272
210,3429.13,1.01348,1.50319,0.26247,0.61657,1.665,0.99088,0.75,0.78457,0.44033,0.99088,0.75,0.745,0.35425,1.45708,1.66413,0.05609,0.58999,2.13729,0.00186206,0.00186206,0.00186206
211,3445.15,0.94899,1.19748,0.11825,0.55904,1.78826,0.99088,0.75,0.78457,0.44033,0.99088,0.75,0.745,0.35425,1.45708,1.66413,0.05609,0.58999,2.13729,0.0018614,0.0018614,0.0018614
212,3460.95,1.17353,1.27723,0.19043,0.67727,1.84622,0.99088,0.75,0.78457,0.44033,0.99088,0.75,0.745,0.35425,1.45708,1.66413,0.05609,0.58999,2.13729,0.00186074,0.00186074,0.00186074
213,3476.99,1.08524,1.42149,0.1491,0.59172,1.74231,0.99088,0.75,0.78457,0.44033,0.99088,0.75,0.745,0.35425,1.45708,1.66413,0.05609,0.58999,2.13729,0.00186008,0.00186008,0.00186008
214,3493.09,1.00812,1.50443,0.09694,0.56452,1.76883,0.99263,0.75,0.745,0.33429,0.99263,0.75,0.745,0.38867,1.91854,1.47884,0.05846,0.66599,2.76791,0.00185942,0.00185942,0.00185942
215,3508.99,1.07576,1.47866,0.17739,0.61762,1.68927,0.99263,0.75,0.745,0.33429,0.99263,0.75,0.745,0.38867,1.91854,1.47884,0.05846,0.66599,2.76791,0.00185876,0.00185876,0.00185876
216,3524.72,0.85877,1.43327,0.10504,0.524,1.57855,0.99263,0.75,0.745,0.33429,0.99263,0.75,0.745,0.38867,1.91854,1.47884,0.05846,0.66599,2.76791,0.0018581,0.0018581,0.0018581
217,3540.7,0.82449,1.36869,0.05008,0.51214,1.60518,0.99263,0.75,0.745,0.33429,0.99263,0.75,0.745,0.38867,1.91854,1.47884,0.05846,0.66599,2.76791,0.00185744,0.00185744,0.00185744
218,3556.62,0.90878,1.25083,0.11735,0.51231,1.57218,0.99177,0.75,0.79289,0.29119,0.99177,0.75,0.745,0.45117,2.17782,1.39017,0.06995,0.76022,3.16203,0.00185678,0.00185678,0.00185678
219,3572.47,0.971,1.29911,0.14912,0.52183,1.63329,0.99177,0.75,0.79289,0.29119,0.99177,0.75,0.745,0.45117,2.17782,1.39017,0.06995,0.76022,3.16203,0.00185612,0.00185612,0.00185612
220,3588.16,1.12873,1.51556,0.09002,0.56799,1.75392,0.99177,0.75,0.79289,0.29119,0.99177,0.75,0.745,0.45117,2.17782,1.39017,0.06995,0.76022,3.16203,0.00185546,0.00185546,0.00185546
221,3604.08,1.06445,1.45146,0.10388,0.59794,1.79038,0.99177,0.75,0.79289,0.29119,0.99177,0.75,0.745,0.45117,2.17782,1.39017,0.06995,0.76022,3.16203,0.0018548,0.0018548,0.0018548
222,3620.27,1.2166,1.51435,0.11195,0.63814,1.94047,0.98937,0.75,0.81,0.3459,0.98937,0.75,0.745,0.44783,2.01534,1.39394,0.07178,0.70369,2.90642,0.00185414,0.00185414,0.00185414
223,3636.13,0.9834,1.4951,0.14473,0.56788,1.67177,0.98937,0.75,0.81,0.3459,0.98937,0.75,0.745,0.44783,2.01534,1.39394,0.07178,0.70369,2.90642,0.00185348,0.00185348,0.00185348
224,3652.13,0.9962,1.40362,0.12045,0.63624,1.70563,0.98937,0.75,0.81,0.3459,0.98937,0.75,0.745,0.44783,2.01534,1.39394,0.07178,0.70369,2.90642,0.00185282,0.00185282,0.00185282
225,3667.95,0.98245,1.42093,0.16332,0.54282,1.66407,0.98937,0.75,0.81,0.3459,0.98937,0.75,0.745,0.44783,2.01534,1.39394,0.07178,0.70369,2.90642,0.00185216,0.00185216,0.00185216
226,3683.99,0.9451,1.42194,0.11957,0.59397,1.69356,0.98964,0.75,0.745,0.37793,0.98964,0.75,0.745,0.40487,1.82444,1.56353,0.07654,0.66754,2.63436,0.0018515,0.0018515,0.0018515
227,3699.66,1.0095,1.63062,0.22294,0.66079,1.7527,0.98964,0.75,0.745,0.37793,0.98964,0.75,0.745,0.40487,1.82444,1.56353,0.07654,0.66754,2.63436,0.00185084,0.00185084,0.00185084
228,3715.56,1.08904,1.30182,0.15286,0.58689,1.8196,0.98964,0.75,0.745,0.37793,0.98964,0.75,0.745,0.40487,1.82444,1.56353,0.07654,0.66754,2.63436,0.00185018,0.00185018,0.00185018
229,3731.21,1.1087,1.75247,0.21029,0.5563,1.86916,0.98964,0.75,0.745,0.37793,0.98964,0.75,0.745,0.40487,1.82444,1.56353,0.07654,0.66754,2.63436,0.00184952,0.00184952,0.00184952
230,3747.02,1.13413,1.36128,0.08303,0.58921,1.81961,0.93204,0.75,0.745,0.40182,0.93204,0.75,0.745,0.44675,1.63446,1.6148,0.07441,0.81839,2.34495,0.00184886,0.00184886,0.00184886
231,3762.82,1.11258,1.5649,0.05583,0.62212,1.76502,0.93204,0.75,0.745,0.40182,0.93204,0.75,0.745,0.44675,1.63446,1.6148,0.07441,0.81839,2.34495,0.0018482,0.0018482,0.0018482
232,3778.77,1.0404,1.28142,0.08787,0.54349,1.74038,0.93204,0.75,0.745,0.40182,0.93204,0.75,0.745,0.44675,1.63446,1.6148,0.07441,0.81839,2.34495,0.00184754,0.00184754,0.00184754
233,3794.56,1.07977,1.34664,0.11656,0.67062,1.69805,0.93204,0.75,0.745,0.40182,0.93204,0.75,0.745,0.44675,1.63446,1.6148,0.07441,0.81839,2.34495,0.00184688,0.00184688,0.00184688
234,3810.62,1.08389,1.25713,0.15464,0.57778,1.72345,0.8347,0.75,0.72786,0.29509,0.8347,0.75,0.72786,0.38954,1.86212,1.74395,0.0705,1.21456,2.46371,0.00184622,0.00184622,0.00184622
235,3826.39,0.96036,1.59561,0.11179,0.56144,1.6367,0.8347,0.75,0.72786,0.29509,0.8347,0.75,0.72786,0.38954,1.86212,1.74395,0.0705,1.21456,2.46371,0.00184556,0.00184556,0.00184556
236,3842.12,0.99717,1.21721,0.06354,0.59881,1.8129,0.8347,0.75,0.72786,0.29509,0.8347,0.75,0.72786,0.38954,1.86212,1.74395,0.0705,1.21456,2.46371,0.0018449,0.0018449,0.0018449
237,3858.03,0.83713,1.4127,0.0895,0.52241,1.66919,0.8347,0.75,0.72786,0.29509,0.8347,0.75,0.72786,0.38954,1.86212,1.74395,0.0705,1.21456,2.46371,0.00184424,0.00184424,0.00184424
238,3873.91,0.93147,1.41377,0.06331,0.52274,1.60753,0.83758,0.75,0.72786,0.25314,0.83758,0.75,0.72786,0.37716,2.00987,1.78211,0.0426,1.15355,2.85297,0.00184358,0.00184358,0.00184358
239,3890.05,1.1138,1.26021,0.11424,0.56204,1.73736,0.83758,0.75,0.72786,0.25314,0.83758,0.75,0.72786,0.37716,2.00987,1.78211,0.0426,1.15355,2.85297,0.00184292,0.00184292,0.00184292
240,3905.86,0.99722,1.43377,0.1704,0.57583,1.69316,0.83758,0.75,0.72786,0.25314,0.83758,0.75,0.72786,0.37716,2.00987,1.78211,0.0426,1.15355,2.85297,0.00184226,0.00184226,0.00184226
241,3921.65,0.81627,1.21432,0.10413,0.52994,1.5712,0.83758,0.75,0.72786,0.25314,0.83758,0.75,0.72786,0.37716,2.00987,1.78211,0.0426,1.15355,2.85297,0.0018416,0.0018416,0.0018416
